name,creator,likes,active_players,favorites,visits,created_date,update_date,genre,server_size,url
fun gameI,@V3b_4,Unknown vote percentage,0,0,4,10/30/2022,12/12/2022,All Genres,6,https://www.roblox.com/games/11415483508/fun-game-I?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11415483508&position=4390&universeId=4060971211
Worrrrrrrrr new random hangout game,@Bxdiiiorr,100%,0,0,656,09/06/2022,11/08/2022,All Genres,6,https://www.roblox.com/games/10841989438/Worrrrrrrrr-new-random-hangout-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10841989438&position=4391&universeId=3915098599
Fixing FREE Roblox Games,@Ved_Blo1,80%,0,3,1708,9/14/2021,2/21/2022,All Genres,60,https://www.roblox.com/games/7477314451/Fixing-FREE-Roblox-Games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7477314451&position=4392&universeId=2911764369
A new game ww2 Battle of Evins Brug,@crazymanlol12345678,Unknown vote percentage,0,1,35,9/17/2022,2/21/2023,Military,6,https://www.roblox.com/games/10941671621/A-new-game-ww2-Battle-of-Evins-Brug?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10941671621&position=4394&universeId=3945624266
RoDiscover  Discover Your New Favourite Game,@pooky100plays,Unknown vote percentage,0,2,14,11/09/2021,11/09/2021,All Genres,50,https://www.roblox.com/games/7946557589/Ro-Discover-Discover-Your-New-Favourite-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7946557589&position=4397&universeId=3072134421
EASY OBBY GAME FOR PRZIE,@crow202crow,100%,0,1,9,11/27/2021,11/28/2021,All Genres,50,https://www.roblox.com/games/8115009020/EASY-OBBY-GAME-FOR-PRZIE?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8115009020&position=4393&universeId=3122562432
Looters Arena Of Death game,@A_2k6,Unknown vote percentage,0,0,11,10/12/2022,10/28/2022,All Genres,6,https://www.roblox.com/games/11251150007/Looters-Arena-Of-Death-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11251150007&position=4395&universeId=4012735976
weird game,@thenoobusergaming,Unknown vote percentage,0,0,11,2/18/2023,2/18/2023,All Genres,6,https://www.roblox.com/games/12525692867/weird-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12525692867&position=4399&universeId=4400846408
Untitled Game,@andrejkoo111,100%,0,0,13,1/26/2023,1/27/2023,Fighting,6,https://www.roblox.com/games/12281329094/Untitled-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12281329094&position=4400&universeId=4325753722
MİNİ GAMES UPDATE 5 COİNS SİMULATOR,@SAMNOTTHERE,100%,0,13,399,2/27/2022,5/30/2022,All Genres,25,https://www.roblox.com/games/8958455660/M-N-GAMES-UPDATE-5-CO-NS-S-MULATOR?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8958455660&position=4396&universeId=3380271247
Survival The Siren Head Updade Squid Game,@Kloverg,Unknown vote percentage,0,6,1603,12/09/2020,3/14/2023,Horror,15,https://www.roblox.com/games/6065679293/Survival-The-Siren-Head-Updade-Squid-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6065679293&position=4398&universeId=2199656456
Horror gamee,@txtomaas12,100%,0,1,9,04/02/2023,04/02/2023,Horror,6,https://www.roblox.com/games/12978609896/Horror-gamee?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12978609896&position=4401&universeId=4538300502
Elemental Grind Game,@WolfFang05505,0%,0,5,257,2/21/2016,7/24/2020,All Genres,10,https://www.roblox.com/games/367218198/Elemental-Grind-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=367218198&position=4402&universeId=139398805
Combat Fighting Game made my Me,@MigsterTheGamer19,Unknown vote percentage,0,1,21,6/27/2021,6/27/2021,Fighting,50,https://www.roblox.com/games/7012141415/Combat-Fighting-Game-made-my-Me?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7012141415&position=4404&universeId=2695577456
racing game,@benL81,100%,0,2,6,1/30/2017,12/02/2017,All Genres,10,https://www.roblox.com/games/633832634/racing-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=633832634&position=4403&universeId=261971293
Meepcity Fan Game testAdmin,@Vitor_NescauYT,50%,0,0,303,5/30/2021,5/30/2021,RPG,10,https://www.roblox.com/games/6887001979/Meepcity-Fan-Game-test-Admin?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6887001979&position=4405&universeId=2627720127
Table Strategy GamePeny,おっさん3人衆のRoblox工房,100%,0,10,542,1/26/2022,1/31/2023,All Genres,20,https://www.roblox.com/games/8645040112/Table-Strategy-Game-Peny?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8645040112&position=4407&universeId=3289520924
mob game,@tofhdus,50%,0,2,716,03/01/2021,04/08/2021,All Genres,20,https://www.roblox.com/games/6459651077/mob-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6459651077&position=4406&universeId=2410486716
Hotel game,@nickcavite,Unknown vote percentage,0,1,18,12/28/2022,01/02/2023,All Genres,6,https://www.roblox.com/games/11953822281/Hotel-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11953822281&position=4408&universeId=4230813363
Tank Game,@LegendHero1235,100%,0,3,274,12/27/2021,4/20/2022,Fighting,50,https://www.roblox.com/games/8370946566/Tank-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8370946566&position=4409&universeId=3204594932
slayders game,@slayderBTP,Unknown vote percentage,0,1,60,12/29/2021,11/12/2022,Comedy,50,https://www.roblox.com/games/8396977568/slayders-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8396977568&position=4411&universeId=3213468687
Fps Boost Game,@AnhDaubiu,66%,0,1,68,9/16/2022,11/25/2022,All Genres,6,https://www.roblox.com/games/10922847655/Fps-Boost-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10922847655&position=4410&universeId=3939691838
Donation Game,Jae’s Group of Hope,100%,0,1,60,08/01/2021,9/16/2021,All Genres,35,https://www.roblox.com/games/7187027393/Donation-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7187027393&position=4413&universeId=2792635096
A Fighting Game,@PeppaThePiggy2004,72%,0,13,257,08/02/2021,11/19/2022,All Genres,20,https://www.roblox.com/games/7193351621/A-Fighting-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7193351621&position=4412&universeId=2796066587
A good game RELEASE STANDS,@sangokudu73,100%,0,1,20,11/17/2022,11/18/2022,All Genres,6,https://www.roblox.com/games/11590249445/A-good-game-RELEASE-STANDS?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11590249445&position=4414&universeId=4112329389
really bad game nonfur infection game,@TheNotSoFunGuy,0%,0,4,395,12/31/2020,12/31/2020,Sci-Fi,50,https://www.roblox.com/games/6169783928/really-bad-game-non-fur-infection-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6169783928&position=4415&universeId=2256105879
WIP Glass Bridge Game,@c4ctlysm,50%,0,4,95,12/04/2021,7/19/2022,All Genres,16,https://www.roblox.com/games/8176264394/WIP-Glass-Bridge-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8176264394&position=4416&universeId=3141527152
Below Average Fighting Game,@poke_fan12322,100%,0,3,31,7/31/2022,01/05/2023,Fighting,6,https://www.roblox.com/games/10431593710/Below-Average-Fighting-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10431593710&position=4417&universeId=3803411926
Game is Closed we have a new one,South London 2 6.0,Unknown vote percentage,0,2,20,11/18/2022,11/25/2022,All Genres,6,https://www.roblox.com/games/11598112203/Game-is-Closed-we-have-a-new-one?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11598112203&position=4418&universeId=4114575870
Funny Cube Game,@rhystube_mobile,100%,0,0,21,02/03/2023,04/11/2023,Building,100,https://www.roblox.com/games/12368105621/Funny-Cube-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12368105621&position=4419&universeId=4352949865
sword fighting game,@Gapajp21,100%,0,2,50,02/12/2016,2/13/2016,Fighting,20,https://www.roblox.com/games/362315182/sword-fighting-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=362315182&position=4422&universeId=137456896
my first game,@ITALYSHEESH,100%,0,1,74,10/15/2022,10/29/2022,All Genres,6,https://www.roblox.com/games/11282691878/my-first-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11282691878&position=4420&universeId=4021512300
Cart Ride Into GameLion,@Lionnoobpro,100%,0,2,81,08/10/2021,11/06/2022,All Genres,12,https://www.roblox.com/games/7233285975/Cart-Ride-Into-GameLion?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7233285975&position=4421&universeId=2817359975
Total Drama  The Game,@FUUF1122,Unknown vote percentage,0,0,17,4/18/2018,7/24/2020,All Genres,10,https://www.roblox.com/games/1631244269/Total-Drama-The-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1631244269&position=4423&universeId=627167930
basic shooting game,@666T1mmy666,Unknown vote percentage,0,0,19,5/17/2021,5/17/2021,Adventure,50,https://www.roblox.com/games/6828798207/basic-shooting-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6828798207&position=4424&universeId=2596332481
A normal scary game CHAPTER 2,@Fa11enDown,100%,0,0,30,1/14/2023,4/28/2023,Horror,6,https://www.roblox.com/games/12156563400/A-normal-scary-game-CHAPTER-2?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12156563400&position=4425&universeId=4287116582
MM2 SANDBOX GAME BACON,@wantedblaze4545,50%,0,0,118,7/31/2022,10/31/2022,All Genres,6,https://www.roblox.com/games/10429356000/MM2-SANDBOX-GAME-BACON?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10429356000&position=4426&universeId=3802826699
TBH Piece New Game,@hacker_namkhoi123z,40%,0,5,245,04/06/2021,5/19/2021,All Genres,20,https://www.roblox.com/games/6645857893/TBH-Piece-New-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6645857893&position=4427&universeId=2497381791
OLD Untitled Survival Game UPDATE 14,@Elite_Dogo007AltAcc,50%,0,0,44,12/13/2022,04/05/2023,Horror,12,https://www.roblox.com/games/11813100753/OLD-Untitled-Survival-Game-UPDATE-1-4?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11813100753&position=4428&universeId=4181119272
Main game of Noob City V03,@cat889901,66%,0,6,628,3/28/2022,3/13/2023,All Genres,25,https://www.roblox.com/games/9223202582/Main-game-of-Noob-City-V0-3?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9223202582&position=4429&universeId=3457310988
Ragdoll Game,@slogo0213,Unknown vote percentage,0,1,394,8/16/2021,8/16/2021,All Genres,50,https://www.roblox.com/games/7262785402/Ragdoll-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7262785402&position=4433&universeId=2832880570
Tornado game,~-...Internet Cutout Zone ~-..~,100%,0,4,225,6/29/2022,11/25/2022,All Genres,6,https://www.roblox.com/games/10059487788/Tornado-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10059487788&position=4432&universeId=3700361933
island round game,@TayIsAHuman,50%,0,0,9,2/15/2023,03/09/2023,All Genres,6,https://www.roblox.com/games/12499255539/island-round-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12499255539&position=4430&universeId=4392936136
Random fighting game testing grounds recover,@coolboyslikefgteev,57%,0,6,285,4/16/2022,04/02/2023,All Genres,20,https://www.roblox.com/games/9386146135/Random-fighting-game-testing-grounds-recover?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9386146135&position=4435&universeId=3506703336
Horror Game Old,@jynz_l,66%,0,3,175,9/20/2020,12/07/2022,Horror,10,https://www.roblox.com/games/5713317872/Horror-Game-Old?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5713317872&position=4436&universeId=2023970315
the cool roleplay game alpha,Fedora_Corporation,94%,0,9,376,12/17/2021,05/06/2023,All Genres,50,https://www.roblox.com/games/8274567295/the-cool-roleplay-game-alpha?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8274567295&position=4434&universeId=3173564926
Beta Jojo Game,@Imposter_Ammar,100%,0,1,9,02/04/2022,12/18/2022,All Genres,6,https://www.roblox.com/games/8725804878/Beta-Jojo-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8725804878&position=4431&universeId=3314247819
AFK Game,@mrIflimflaam,100%,0,1,23,7/24/2021,7/24/2021,All Genres,50,https://www.roblox.com/games/7147141648/AFK-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7147141648&position=4438&universeId=2770854937
police game deutsch,@Joschi20000,100%,0,1,24,4/19/2021,04/10/2022,All Genres,6,https://www.roblox.com/games/6701808084/police-game-deutsch?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6701808084&position=4437&universeId=2529505792
cute game for grls,@trukeyburkey,Unknown vote percentage,0,2,0,03/11/2022,03/11/2022,Comedy,5,https://www.roblox.com/games/9064857996/cute-game-for-grls?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9064857996&position=4439&universeId=3410075314
HD ADMIN GAME,@kploft1,Unknown vote percentage,0,0,1,04/05/2023,04/05/2023,All Genres,6,https://www.roblox.com/games/13003979975/HD-ADMIN-GAME?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=13003979975&position=4441&universeId=4545726592
think gaME,@thecoolest_321,33%,0,3,348,11/27/2020,11/10/2022,All Genres,50,https://www.roblox.com/games/6010561120/think-gaME?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6010561120&position=4440&universeId=2171049782
Squid Game DAY 1,@H0IS07,Unknown vote percentage,0,0,89,10/16/2021,10/20/2021,All Genres,50,https://www.roblox.com/games/7753323439/Squid-Game-DAY-1?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7753323439&position=4442&universeId=3006574067
Classic Fabulous Fashion the Game,Classic Fabulous Fashion <3,33%,0,9,1058,03/11/2017,05/03/2017,All Genres,10,https://www.roblox.com/games/690466325/Classic-Fabulous-Fashion-the-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=690466325&position=4443&universeId=296834934
butterfly gaming group hang out,butterfly gaming club,50%,0,3,299,10/03/2021,5/29/2022,Adventure,50,https://www.roblox.com/games/7643193420/butterfly-gaming-group-hang-out?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7643193420&position=4444&universeId=2969572164
Luffy Game,@ninja_cookie1001,Unknown vote percentage,0,1,11,12/19/2020,02/12/2023,All Genres,50,https://www.roblox.com/games/6108854139/Luffy-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6108854139&position=4447&universeId=2222874387
pillows donating game  please donate ,@w_pillowpants,Unknown vote percentage,0,0,111,08/06/2021,08/06/2021,All Genres,50,https://www.roblox.com/games/7210266763/pillows-donating-game-please-donate?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7210266763&position=4448&universeId=2804988112
My first game where I hangout vibe home,@malonscoush,53%,0,8,5529,06/11/2021,06/12/2021,All Genres,50,https://www.roblox.com/games/6939600375/My-first-game-where-I-hangout-vibe-home?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6939600375&position=4445&universeId=2655752411
untitled speedrun game  BETA,@Trippelhatt1,Unknown vote percentage,0,0,7,11/12/2022,11/13/2022,All Genres,6,https://www.roblox.com/games/11544822839/untitled-speedrun-game-BETA?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11544822839&position=4446&universeId=4099382695
Christmas Fun Game,@dontaskmeyt989,100%,0,1,24,12/30/2022,12/30/2022,All Genres,6,https://www.roblox.com/games/11971913073/Christmas-Fun-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11971913073&position=4450&universeId=4236539277
The Assasing Game,@leonsito321pro,100%,0,0,16,6/26/2021,12/11/2021,All Genres,50,https://www.roblox.com/games/7009583434/The-Assasing-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7009583434&position=4449&universeId=2694144973
Dark Mirror_ TEST GAME,@FrLunate,60%,0,137,7499,07/06/2019,07/08/2019,Comedy,1,https://www.roblox.com/games/3427835588/Dark-Mirror-TEST-GAME?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3427835588&position=4451&universeId=1222257875
Chat Hangout Game Premium Only,@ObbyZeroDeaths,Unknown vote percentage,0,0,13,10/04/2022,10/31/2022,All Genres,15,https://www.roblox.com/games/11159033610/Chat-Hangout-Game-Premium-Only?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11159033610&position=4452&universeId=3990388572
audi game,@Gianf660,Unknown vote percentage,0,1,295,11/07/2021,11/09/2021,All Genres,50,https://www.roblox.com/games/7933064364/audi-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7933064364&position=4453&universeId=3068069187
War game,@poopPark22,Unknown vote percentage,0,2,189,06/02/2022,9/30/2022,All Genres,20,https://www.roblox.com/games/9796791099/War-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9796791099&position=4455&universeId=3625855857
The AFK game sit afk for hours,da sniff,66%,0,5,244,6/27/2020,2/18/2021,All Genres,15,https://www.roblox.com/games/5240434368/The-AFK-game-sit-afk-for-hours?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5240434368&position=4454&universeId=1834432688
Untitled Classic Gear Game,@MidnightErick,Unknown vote percentage,0,0,0,04/05/2023,04/05/2023,Fighting,6,https://www.roblox.com/games/13004172571/Untitled-Classic-Gear-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=13004172571&position=4458&universeId=4545781975
Squid Game Honeycomb,Jackson The Roblox Player,Unknown vote percentage,0,0,46,10/28/2022,4/13/2023,All Genres,6,https://www.roblox.com/games/11397005231/Squid-Game-Honeycomb?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11397005231&position=4456&universeId=4054735134
Ending Him Who killed Doggo Game 4,Doggy's Squad!,0%,0,0,47,02/10/2022,02/10/2022,All Genres,6,https://www.roblox.com/games/8781313472/Ending-Him-Who-killed-Doggo-Game-4?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8781313472&position=4457&universeId=3330194250
survival the killers pls like the game its fun,@AxelMike11,Unknown vote percentage,0,0,6,10/28/2021,10/28/2021,All Genres,50,https://www.roblox.com/games/7854987752/survival-the-killers-pls-like-the-game-its-fun?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7854987752&position=4459&universeId=3039598662
army game,@katie_shark22,Unknown vote percentage,0,0,20,7/21/2021,7/21/2021,Fighting,50,https://www.roblox.com/games/7130938202/army-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7130938202&position=4462&universeId=2762032852
Discontinued Advanced Parkour Game,@fluffmcfluff,85%,0,4,,09/01/2022,03/07/2023,All Genres,12,https://www.roblox.com/games/10788189435/Discontinued-Advanced-Parkour-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10788189435&position=4461&universeId=3899698738
Roleplay Game Circus Update,@katie29065,41%,0,46,8363,5/31/2020,06/02/2020,Town and City,10,https://www.roblox.com/games/5117290323/Roleplay-Game-Circus-Update?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5117290323&position=4460&universeId=1776130610
Slashing Game NEW,##################### group i guess,0%,0,0,72,5/27/2021,5/27/2021,All Genres,50,https://www.roblox.com/games/6869996781/Slashing-Game-NEW?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6869996781&position=4463&universeId=2618389244
escape Foxy Games partie de,@IMERWAN2020,Unknown vote percentage,0,1,73,04/04/2021,04/09/2021,Sports,50,https://www.roblox.com/games/6615417030/escape-Foxy-Games-partie-de?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6615417030&position=4464&universeId=2493358335
csgo roblox game,@TorbeBF,33%,0,0,36,11/11/2022,11/13/2022,All Genres,6,https://www.roblox.com/games/11530075660/cs-go-roblox-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11530075660&position=4465&universeId=4094999373
Space Game,@Acrestone,60%,0,3,211,6/18/2021,6/20/2021,Sci-Fi,2,https://www.roblox.com/games/6968755987/Space-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6968755987&position=4470&universeId=2671697738
